dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,comparator,reference,metric,n_reps,delta_mean,delta_median,delta_std,delta_ci_low,delta_ci_high,comparator_win_rate,vbpca_win_rate
synthetic,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-138.4891103600698,-155.88624569949752,22.487822683510213,-163.8459354118786,-106.85258012342783,1.0,0.0
synthetic,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-137.84656225081014,-155.19069941700218,22.447388987216875,-163.10524343740616,-106.24325031012577,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.14224457683222475,0.1413141010782664,0.021985742653639943,0.10171152167409636,0.18374635501629258,0.0,1.0
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.05962690196816978,-0.05375134317511046,0.02211302627407624,-0.11806014539798657,-0.03213073414948691,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.15176174794837707,0.15075934447499192,0.0270804173175634,0.1052299363082986,0.2085979491500613,0.0,1.0
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.07836129605108338,-0.0710597522608846,0.028235064343766044,-0.15669366626673464,-0.04503462657589315,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-240.07457546886,-265.8132723500021,37.36837040466043,-281.03337643582364,-184.68050389572028,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-239.86551118463964,-265.35232196200013,37.3624408753052,-280.7771069742236,-184.43852045847115,1.0,0.0
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-1.3322676295501878e-17,0.0,1.935995953272571e-16,-4.440892098500626e-16,4.440892098500626e-16,0.045,0.03
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-1.3322676295501878e-17,0.0,1.935995953272571e-16,-4.440892098500626e-16,4.440892098500626e-16,0.045,0.03
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-6.661338147750939e-18,0.0,1.133084742444305e-16,0.0,0.0,0.015,0.005
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-6.661338147750939e-18,0.0,1.133084742444305e-16,0.0,0.0,0.015,0.005
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-204.03345884148493,-229.0221517760001,33.001387600139616,-240.0423037137005,-158.01283350367893,1.0,0.0
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-204.0200387460699,-229.00798708549883,33.00089300427436,-240.0283734665257,-157.9999174570532,1.0,0.0
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-3.4515405066715134e-06,0.0,4.8812153956181137e-05,-1.1102230246251329e-17,0.0,0.025,0.02
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-3.4515405066715134e-06,0.0,4.8812153956181137e-05,-1.1102230246251329e-17,0.0,0.025,0.02
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-3.1953373744864065e-06,0.0,4.518889451356313e-05,0.0,0.0,0.01,0.01
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-3.1953373744864065e-06,0.0,4.518889451356313e-05,0.0,0.0,0.01,0.01
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-204.10505698722483,-225.8743127664966,31.70296174571502,-240.4882121000208,-157.5418231667216,1.0,0.0
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-204.09156070572018,-225.859550626501,31.702499074787525,-240.4744613358236,-157.5295199262784,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.049330442950336624,0.04936005850980524,0.005197655586992042,0.039828615416534964,0.05867875796269939,0.0,1.0
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.03751726825941722,-0.03737118708104664,0.002783688447031401,-0.043965077334733635,-0.032419119000606574,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.045754407397596265,0.04572764781456534,0.005296663045421103,0.03545065815137458,0.056037351317513424,0.0,1.0
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.048904222885645054,-0.04886446796669683,0.0032057728030996805,-0.055770680936084505,-0.04255813694256821,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-260.421165839705,-261.8474552924981,15.812871788140008,-288.67090842192437,-230.90130552465124,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-259.6293495681051,-261.1510215370017,15.815893657076867,-287.9975874717755,-230.02154623464838,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.12472282538449363,0.12416984483249252,0.008642505197258357,0.10942791996545995,0.14116257490799647,0.0,1.0
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.04560168136719568,-0.04544028075457332,0.003049245662937833,-0.05150131663532857,-0.039392604385769005,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.1318028302732353,0.13045109924495935,0.010114011317998748,0.11384161407915326,0.15259257670947635,0.0,1.0
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.05933469951336348,-0.059236916642243204,0.0035787642139727903,-0.06637790340496613,-0.0525252692013499,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-207.46746256249492,-208.61284575150057,14.7463794152424,-233.3677745579985,-178.75989547277422,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-206.3275273734099,-207.38114114650125,14.708129642775832,-232.04254651424893,-177.5426658952495,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.20402878796122295,0.20550055448279947,0.011367399015033095,0.1826055980551098,0.22440849804780838,0.0,1.0
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.04941676241884916,-0.049278245234875395,0.004656632913533618,-0.060525615282642484,-0.040385391194456166,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.2256458629266889,0.22541888812559496,0.014237563735887845,0.19942891087074227,0.2528772377447137,0.0,1.0
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.06580412798873536,-0.06559376076493326,0.005319742923799847,-0.07533254395969192,-0.05566602187740562,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-147.11424249107012,-154.19020041050135,18.375952522942875,-171.4531239940524,-107.1462802508251,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-146.4486016618151,-153.23002506050034,18.332478474880958,-170.83603440072383,-106.58209111842478,1.0,0.0
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.09380716163986698,0.0866569939676452,0.04447606889055964,0.016897437911592015,0.1869366539872221,0.005,0.995
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0026828718238891647,-0.005425891925264437,0.023135744497205648,-0.04028638691003671,0.049979155561428644,0.6,0.4
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.09352884420794388,0.08825729505735602,0.049961836618021366,0.01373768669675392,0.200568855952684,0.005,0.995
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0029211881481199433,-0.008436387532522238,0.029718207515250138,-0.050759794489929934,0.057387879634260994,0.65,0.35
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.875755460120345,-14.526315608000004,2.109489063562602,-15.251916352051921,-9.891393271278321,1.0,0.0
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.858311369575349,-14.499999701994966,2.107581223565903,-15.233996670569832,-9.879148919153158,1.0,0.0
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,7.709696686672013e-05,0.0,0.0007100430262709478,-1.1102230246251565e-16,4.773959005888249e-16,0.04,0.065
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,7.709696686672013e-05,0.0,0.0007100430262709478,-1.1102230246251565e-16,4.773959005888249e-16,0.04,0.065
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,1.7112417131018852e-05,0.0,0.0007700975627105644,0.0,4.440892098500626e-16,0.02,0.055
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,1.7112417131018852e-05,0.0,0.0007700975627105644,0.0,4.440892098500626e-16,0.02,0.055
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.365173879879585,-12.83610961949671,1.8726344680614329,-13.463786700523269,-8.681827907523985,1.0,0.0
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.361978383300048,-12.832898045002366,1.8725264086385216,-13.460451853675659,-8.67891254920978,1.0,0.0
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-0.0004172089363498016,0.0,0.004583267746112957,-4.440892098500626e-16,2.2759572004815835e-16,0.08,0.055
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0004172089363498016,0.0,0.004583267746112957,-4.440892098500626e-16,2.2759572004815835e-16,0.08,0.055
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-0.0002926602633112843,0.0,0.0029243882752985305,-1.1102230246251565e-16,1.6792123247455524e-16,0.03,0.035
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0002926602633112843,0.0,0.0029243882752985305,-1.1102230246251565e-16,1.6792123247455524e-16,0.03,0.035
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.282712167285535,-12.78454858299665,1.8960478874345867,-13.476869267906478,-8.679481152808512,1.0,0.0
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.279586288670071,-12.781315886997618,1.895893299107497,-13.473599191171163,-8.676569183156426,1.0,0.0
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.05826443418763713,0.05866424958707528,0.02208638900772075,0.01532885509502558,0.09997972918290562,0.005,0.995
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.010292802829668397,0.009891893753546377,0.01039735654776337,-0.009197828545345654,0.030729171126226685,0.19,0.81
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.05766266790968642,0.05856095567561348,0.027318906981448805,0.00421639153227198,0.10482663391081969,0.025,0.975
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.012142477265341907,0.011620817809721462,0.014035443757374377,-0.013553725862008944,0.043408320540353165,0.19,0.81
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.895320900370026,-14.560604569498537,2.124973116771864,-15.284128781377694,-9.859699504452509,1.0,0.0
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.816751018130198,-14.481264145004388,2.120612451735492,-15.212803515851373,-9.789289422627187,1.0,0.0
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.09138184297824038,0.09105242991518914,0.019476340398875237,0.053340335743350904,0.12959479099644294,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.08465583052891681,0.08303834830359996,0.021323987525026504,0.04767122377731374,0.12487425472241896,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.08846747934375941,0.08857702030223513,0.025423660233822122,0.03455699664642616,0.13087499566276506,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.11908393310448197,0.11773734467384184,0.03643722451564164,0.05946579603600029,0.1920467433795239,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-10.540672981285242,-11.90822941949591,1.7567702984991986,-12.5354539673177,-8.02368552184962,1.0,0.0
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-9.978594281530532,-11.244307767497958,1.7181278978586378,-11.893729964199519,-7.4902926895734705,1.0,0.0
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.10434171387670987,0.10494037465727651,0.015485545213489594,0.07324296652193393,0.13184455336662096,0.0,1.0
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.04273839741232068,0.041302620461833084,0.015641542989763214,0.01572047579476071,0.07496339113647248,0.0,1.0
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0994099984735265,0.10071903255344616,0.019398323144524637,0.05977376713472824,0.135346325406724,0.0,1.0
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.04852731197755407,0.047514954156258726,0.019213779825309075,0.01635840236641586,0.08822446827214858,0.0,1.0
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-8.232292086740236,-9.315359276006347,1.3790047588475784,-9.80508856137476,-6.292052955627878,1.0,0.0
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-8.129703967520145,-9.20690434700009,1.3769401415301872,-9.704085092871356,-6.21389366154599,1.0,0.0
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.07018642324766942,0.0689745007109242,0.03504436562087834,0.008231884277754196,0.13899414333620866,0.015,0.985
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.010991466167787747,0.002242354012734593,0.031134160241319816,-0.026807948293735624,0.08864407343367318,0.465,0.535
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0644889857859185,0.06310613391654318,0.04130402416090508,-0.013036937354225288,0.14356328825642073,0.05,0.95
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.013930843497217653,0.0010430374106070173,0.04565494039162879,-0.03982510987332456,0.14527034116120333,0.48,0.52
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.890912435010542,-14.48957590050486,2.103836580377294,-15.278640695030663,-9.863921110722004,1.0,0.0
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.869237605115522,-14.472132422004506,2.1027086421936345,-15.257666746928772,-9.853913867873052,1.0,0.0
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-2.401471096043606e-05,0.0,0.0016232886400383909,-2.2759572004815697e-16,1.1102230246251565e-16,0.055,0.05
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-2.401471096043606e-05,0.0,0.0016232886400383909,-2.2759572004815697e-16,1.1102230246251565e-16,0.055,0.05
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.00020921013533215237,0.0,0.0031331341510910733,-2.2759572004815697e-16,1.1379786002407918e-16,0.07,0.04
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.00020921013533215237,0.0,0.0031331341510910733,-2.2759572004815697e-16,1.1379786002407918e-16,0.07,0.04
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.340163351914889,-12.806721355496848,1.8732442485781153,-13.490306127225997,-8.740363820399399,1.0,0.0
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.3369617041948,-12.803502144495724,1.8731360980472933,-13.486982329352397,-8.737424486816234,1.0,0.0
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-0.0015855226974399075,0.0,0.018447262186583494,-8.881784197001252e-16,1.1102230246251565e-16,0.1,0.045
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0015855226974399075,0.0,0.018447262186583494,-8.881784197001252e-16,1.1102230246251565e-16,0.1,0.045
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-0.001067003638890298,0.0,0.012179278518531064,-4.330769076687965e-12,1.1379786002407918e-16,0.07,0.03
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.001067003638890298,0.0,0.012179278518531064,-4.330769076687965e-12,1.1379786002407918e-16,0.07,0.03
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.387201229679304,-12.830980521997844,1.8617363057259488,-13.490385853546833,-8.708290224326628,1.0,0.0
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.38401649558,-12.82773996350079,1.8616434454730522,-13.487081921551182,-8.705404155675023,1.0,0.0
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.05684864897486685,0.055925302860096726,0.020133429635379202,0.016526243842970998,0.09737058252455474,0.0,1.0
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.01052493975648762,0.010710218644099323,0.01077886952224058,-0.0093948192869893,0.030358724627895333,0.185,0.815
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.05658487274030124,0.05417190225583196,0.02486803690519625,0.005461129053652229,0.1058731229828265,0.005,0.995
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.011947563390396572,0.012380151214388013,0.013711222827774941,-0.012936768675238432,0.04095066673126268,0.19,0.81
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.83167892344558,-14.531432642001164,2.1280777359007623,-15.227761595697665,-9.83562776157232,1.0,0.0
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.757461277665351,-14.451695370502422,2.1217571907866937,-15.1503113421717,-9.770228027571465,1.0,0.0
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.08385766359292086,0.08493072928187018,0.01571418434878461,0.05316272637211859,0.11280791202703587,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.06957798090248735,0.06716707800011101,0.02114466822723073,0.035683161929160476,0.11508094247558878,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.07992574871278721,0.08040755541313838,0.018402281394332056,0.046224454086072155,0.11230662147750745,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.09537241866182233,0.09029604343083647,0.03085614522572595,0.04424859121172009,0.16821352776237536,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-10.551133875479572,-11.914341696501651,1.7418368508693114,-12.492838844346625,-8.031851931174605,1.0,0.0
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-10.274034965519931,-11.494080638498417,1.7279836195727216,-12.111793441878945,-7.661571347757854,1.0,0.0
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.09876395356023346,0.09803378931755846,0.01268731874792826,0.07329059492490622,0.12431244398012316,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.04376959977162323,0.04317665524761749,0.01342820796741308,0.016237510272727306,0.06879838184004514,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.09198611765094931,0.09152530355911748,0.015792161575741804,0.06008913678962433,0.12062406308832622,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.05138189196937404,0.051334762020530667,0.017129113752478806,0.015226815369398228,0.08385728766934508,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-8.211653988240688,-9.306386786498479,1.3768885724772852,-9.809128020993011,-6.282768013705936,1.0,0.0
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-8.131497540195415,-9.205553695494018,1.36640541152266,-9.745662188477398,-6.213300808115491,1.0,0.0
