dataset,mechanism,pattern,missing_rate,n_components,synthetic_shape,comparator,reference,metric,n_reps,delta_mean,delta_median,delta_std,delta_ci_low,delta_ci_high,comparator_win_rate,vbpca_win_rate
synthetic,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-115.49372103524911,-121.8255181149998,18.1381865613024,-134.26700930049984,-90.3633104888495,1.0,0.0
synthetic,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-114.83238491554967,-121.14334141549989,18.110064703012547,-133.62192412819795,-89.83120948195156,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.09403450793504724,0.09268807640424229,0.02159885997881183,0.06838977882382355,0.1410039528847049,0.0,1.0
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-0.08176098650005213,-0.07444834894938318,0.03420102659661499,-0.16221107794844702,-0.04784524367298176,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.10198442648413286,0.09825519068927224,0.021743999957464517,0.07177194666623281,0.1456747600142251,0.0,1.0
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,-0.1036702761745519,-0.09450788573083171,0.044052961583079836,-0.20071389411119703,-0.05835746230934217,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-206.56251080750025,-230.59537829250078,34.57161782892582,-238.71579882439966,-152.30602537054975,1.0,0.0
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-206.34133364149974,-230.39993232850068,34.55936530332313,-238.43501339294895,-152.09640949147362,1.0,0.0
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,4.4408920985006264e-17,0.0,1.986027322597818e-16,0.0,4.662936703425645e-16,0.0,0.05
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,4.4408920985006264e-17,0.0,1.986027322597818e-16,0.0,4.662936703425645e-16,0.0,0.05
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-174.71729815274995,-185.9724478745002,27.36414222895465,-202.62489899520034,-133.7424966022757,1.0,0.0
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-174.70327291639995,-185.9579635520004,27.363565717279837,-202.61051276767498,-133.72962431977618,1.0,0.0
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,-6.661338147750939e-17,0.0,2.6074384811831654e-16,-6.7723604502134545e-16,2.3314683517128224e-16,0.15,0.05
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-6.661338147750939e-17,0.0,2.6074384811831654e-16,-6.7723604502134545e-16,2.3314683517128224e-16,0.15,0.05
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-173.5331732507998,-183.83204274000127,27.847758967320377,-200.70354775782457,-134.12443605879903,1.0,0.0
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-173.51948844924965,-183.8184748775002,27.847194512770443,-200.68923701364943,-134.11174234149962,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.028387902599948146,0.027414280213765907,0.0050908019249398416,0.020893929806941155,0.03816819170445347,0.0,1.0
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-0.04056268897176067,-0.0404457738048932,0.0021900668653896003,-0.04445229613929679,-0.03659609791916912,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.026318028109202574,0.025926998836045434,0.004284364205400488,0.019490092166617786,0.0349549872201184,0.0,1.0
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,-0.050575424037406315,-0.05035022760765964,0.0025644717516676895,-0.05510849029154068,-0.04624994513892563,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-201.9568403896,-217.9955655424992,30.892889463952194,-234.562264793575,-152.97174739584938,1.0,0.0
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-201.42535796365001,-217.41035692599962,30.857981564996603,-234.05139344482464,-152.47439629150028,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.08041202834601148,0.08034050572936363,0.005250874260031209,0.07207489783305555,0.08840807415321501,0.0,1.0
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-0.04954030985777397,-0.0487820381324488,0.0026552223629071415,-0.055806898459473994,-0.04627548838515151,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.08362180160002818,0.08317789709319984,0.006323106849162208,0.0718730513575099,0.09253972482918803,0.0,1.0
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,-0.061404465857912094,-0.06116888104918866,0.002763280054361698,-0.06679185092705363,-0.05790211061582358,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-157.52410956774983,-166.1532586935,25.085167214406663,-184.89815830259985,-120.69907784677399,1.0,0.0
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-156.52236387349996,-165.1303975565006,24.99361435006847,-183.83566787325094,-119.93685023599924,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.14217525014471566,0.14283381532265169,0.007971970527141676,0.1296647082102664,0.1555251764683264,0.0,1.0
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-0.057188983811258434,-0.057189684474474894,0.0037936080104049716,-0.06350166169302712,-0.050304792395009366,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.15710303979274026,0.1576620241289441,0.008451031621706401,0.14193951331504262,0.17137586077060243,0.0,1.0
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,-0.07050457729768377,-0.07013343266561711,0.0034046026797553766,-0.07706185769708772,-0.06509890937439813,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-118.13573747774998,-121.77536995650007,19.441033521740156,-138.3914567541492,-91.47283074257432,1.0,0.0
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-117.48197195054972,-121.11334245850048,19.391715323482497,-137.73636625162402,-90.87286622394846,1.0,0.0
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.06588318519643627,0.0620525045804694,0.04174611372768902,-0.0060587348701257385,0.13814382974940823,0.05,0.95
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.0030328809948381385,1.1786091824728118e-06,0.020138120521180358,-0.019480636273665405,0.03966122089303451,0.5,0.5
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.0574606748219064,0.05600652011168178,0.04106693123030849,-0.0154630871721279,0.12632376420009797,0.1,0.9
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.004599113609729555,0.0026782662259359213,0.027975635840964977,-0.031858982313100755,0.04920760053388324,0.45,0.55
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-10.710717787849717,-11.994785488501293,1.735456831468862,-12.247331782373385,-8.250446650376034,1.0,0.0
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-10.692512482099483,-11.969852678501411,1.733308425572785,-12.232272143698902,-8.239928222999879,1.0,0.0
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.0,0.0,3.6020391365357295e-17,-5.828670879282071e-17,5.828670879282056e-17,0.05,0.05
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.0,0.0,3.6020391365357295e-17,-5.828670879282071e-17,5.828670879282056e-17,0.05,0.05
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-9.233328269900085,-9.859287698000117,1.5258713083454614,-10.855728224324501,-7.2592976614772855,1.0,0.0
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-9.230387280851028,-9.855992108001374,1.5258174285540356,-10.85259970285051,-7.256284540076649,1.0,0.0
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,-0.002816618714974983,0.0,0.012596301826764389,-0.02957449650723744,1.1657341758564112e-16,0.05,0.05
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-0.002816618714974983,0.0,0.012596301826764389,-0.02957449650723744,1.1657341758564112e-16,0.05,0.05
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.0031039710461192027,0.0,0.01388138051862724,0.0,0.03259169598425152,0.0,0.1
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.0031039710461192027,0.0,0.01388138051862724,0.0,0.03259169598425152,0.0,0.1
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-8.358625927350294,-7.546873045499524,1.503390202828961,-10.557837996725357,-6.945094929500738,1.0,0.0
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-8.355360820899842,-7.5435264719981205,1.5034678471626595,-10.554282756324119,-6.941697619049774,1.0,0.0
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.04697881937584816,0.04614818111429686,0.015018128072207065,0.0193307697098641,0.07133024194092902,0.0,1.0
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.003832279215101775,0.005263645226531111,0.012376886955795743,-0.020555870281394696,0.02219700489492405,0.3,0.7
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.04086816479345753,0.040176545589859725,0.01625196482253627,0.009793462749176801,0.061728705331681046,0.0,1.0
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.003571549963780124,0.007825177803383099,0.01732320375530484,-0.030675236881762977,0.029221852366335975,0.3,0.7
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-10.554146220900293,-12.02335559149833,1.799694718478987,-12.248151530898848,-8.26075634764975,1.0,0.0
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-10.4621167375999,-11.948051397999734,1.8104581298716842,-12.171413216550354,-8.199779620624758,1.0,0.0
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.07096198124918096,0.07039268393410725,0.022597517827893453,0.03079196570699423,0.11311293417646151,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.06919618685170817,0.07315446962120942,0.021957535228660067,0.027832536902785233,0.10095499253743709,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.06253981932328381,0.06281580420705085,0.030351513524431387,0.009028016492973238,0.10618798087172597,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.0953115823190536,0.10325563808479654,0.030263690116193075,0.03405098631024165,0.1355813445965029,0.0,1.0
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-9.093180411349568,-9.948589816000094,1.4077644450653537,-10.117255974898399,-6.741926909874474,1.0,0.0
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-8.496082767199368,-9.286531392997858,1.3992669386070105,-9.604433693975626,-6.17907806775047,1.0,0.0
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.09206173626551453,0.09328180736486896,0.012059293196666668,0.06796977697942531,0.10912653900735288,0.0,1.0
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.031191698539949735,0.031714712259721944,0.011343004242686184,0.007817431598784516,0.05068550940934373,0.0,1.0
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.08768209017738134,0.09065261704040611,0.014746533729845572,0.05637602913588091,0.10783950332844464,0.0,1.0
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.03674964277245347,0.03856479925216605,0.015258346158089492,0.005992161975277724,0.057826349494819865,0.05,0.95
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-6.499983869600873,-5.957734366500517,1.1466795858021372,-7.774200415075666,-5.215891209050642,1.0,0.0
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-6.403540813450855,-5.860558678999951,1.169386349817876,-7.70565309585063,-4.99575391877479,1.0,0.0
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.05097387208306272,0.051417416507840485,0.027867496725931393,0.006068432201150998,0.10307012915790636,0.05,0.95
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.005670905809273863,-0.00517867910748343,0.03314630991757286,-0.027868088289772035,0.08201463151817007,0.6,0.4
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.051756587090759545,0.05039780975876729,0.03273418487650629,0.00042944706833909253,0.11319611925852074,0.05,0.95
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.008641673417005724,-0.01127344115128237,0.05416640144656395,-0.042324214165149504,0.1395264710014765,0.55,0.45
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-11.237870861248666,-12.104429134500606,1.5586384297096227,-12.27530243547444,-8.388716887448936,1.0,0.0
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-11.2165400915992,-12.077485850499215,1.5590309131295252,-12.256244736773168,-8.376746720176744,1.0,0.0
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,-1.1768364061026659e-15,0.0,5.262972404884219e-15,-1.2356782264077992e-14,0.0,0.05,0.0
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-1.1768364061026659e-15,0.0,5.262972404884219e-15,-1.2356782264077992e-14,0.0,0.05,0.0
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,-6.550315845288424e-16,0.0,2.877553617358499e-15,-6.8667294073065926e-15,0.0,0.1,0.0
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,-6.550315845288424e-16,0.0,2.877553617358499e-15,-6.8667294073065926e-15,0.0,0.1,0.0
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-9.019128733299658,-8.244191060002777,1.5623828177139636,-10.747648326174385,-7.253349688897652,1.0,0.0
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-9.015944752349787,-8.240827432502556,1.5623166555148436,-10.74434532542573,-7.2503666045733555,1.0,0.0
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,-1.1102230246251566e-17,0.0,8.749322662509188e-17,-2.220446049250313e-16,1.1657341758564112e-16,0.1,0.05
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,-1.1102230246251566e-17,0.0,8.749322662509188e-17,-2.220446049250313e-16,1.1657341758564112e-16,0.1,0.05
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,-2.864375403532904e-15,0.0,1.2705735451619528e-14,-3.0053737276602986e-14,0.0,0.1,0.0
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,-2.864375403532904e-15,0.0,1.2705735451619528e-14,-3.0053737276602986e-14,0.0,0.1,0.0
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-9.288108875299258,-10.550838598499467,1.5837603139918863,-10.810978405775133,-7.252150979348971,1.0,0.0
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-9.285050220449557,-10.547810450498218,1.583798231944805,-10.808026073776274,-7.2492061377754,1.0,0.0
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.03740706179963479,0.034238160743149504,0.020343944539494268,0.00934297800272752,0.07008040650691742,0.0,1.0
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.005958143067535643,0.005068074673271916,0.014035130262655356,-0.0196520707524034,0.02501822621976323,0.35,0.65
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.034000209121501465,0.033907964985645744,0.01920388630206983,-0.0016135962299029458,0.06298793032723791,0.05,0.95
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.006607053772464555,0.007770879466130698,0.016901690293890707,-0.021849735184119652,0.030619165989792772,0.3,0.7
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-10.68365609290031,-12.008892772000763,1.7829368218005939,-12.262926779200644,-8.241708940301033,1.0,0.0
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-10.610013478199471,-11.940005052500055,1.7788413163105354,-12.184053018350824,-8.168278115299472,1.0,0.0
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.06161697499283083,0.06011972160501328,0.0139881824492187,0.03623147093151953,0.08171241424174297,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.04860531444319534,0.04800031029048324,0.015890131067768463,0.025480641099535645,0.07972998956742312,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.0558309677104057,0.055522479897491595,0.017162461801635272,0.021854497968785136,0.07824854784901111,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.07133053313776061,0.07072101930485997,0.026354462038145114,0.0297223678462617,0.11874715695662709,0.0,1.0
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-8.609965612950328,-9.81264033950174,1.4955706152794928,-10.024490282123587,-6.72918128432666,1.0,0.0
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-8.337334895399726,-9.39366156899814,1.5371582673652995,-9.885289939047833,-6.353903007649842,1.0,0.0
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,20,0.08284884809489193,0.08429976785581045,0.010098412844585007,0.06375630359410005,0.09660991203101336,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,20,0.0322823237142583,0.033488253771329635,0.012274342228054218,0.011309415974978,0.05482664730076533,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,20,0.07234940038076815,0.07546203460827827,0.01516004546147365,0.043612828459938746,0.09287288001911224,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,20,0.03794239520310709,0.033510252488781644,0.018122318409505137,0.011088020623604191,0.06685745829195242,0.0,1.0
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,20,-6.534670278000158,-5.9781057965010405,1.1322891089950677,-7.767696489448099,-5.252068489649173,1.0,0.0
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,20,-6.471396938749967,-5.921531561001757,1.1267840667580458,-7.7064981757255735,-5.1960967111719585,1.0,0.0
