dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,q,q_plus_1,has_reversal,trace_k_max
synthetic,MAR,random,0.5,5,1000x50,11,22,23.0,True,23
synthetic,MAR,random,0.5,5,1000x50,12,20,21.0,True,21
synthetic,MAR,random,0.5,5,1000x50,13,20,21.0,True,21
synthetic,MAR,random,0.5,5,1000x50,14,21,22.0,True,22
synthetic,MAR,random,0.5,5,1000x50,15,21,22.0,True,22
synthetic,MAR,random,0.5,5,1000x50,16,21,22.0,True,22
synthetic,MAR,random,0.5,5,1000x50,17,20,21.0,True,21
synthetic,MAR,random,0.5,5,1000x50,18,21,22.0,True,22
synthetic,MAR,random,0.5,5,1000x50,19,23,24.0,True,24
synthetic,MCAR,block,0.1,5,1000x50,0,22,23.0,True,23
synthetic,MCAR,block,0.1,5,1000x50,1,25,26.0,True,26
synthetic,MCAR,block,0.1,5,1000x50,2,22,23.0,True,23
synthetic,MCAR,block,0.1,5,1000x50,3,26,27.0,True,27
synthetic,MCAR,block,0.1,5,1000x50,4,23,24.0,True,24
synthetic,MCAR,block,0.1,5,1000x50,5,23,24.0,True,24
synthetic,MCAR,block,0.1,5,1000x50,6,23,24.0,True,24
synthetic,MCAR,block,0.1,5,1000x50,7,25,26.0,True,26
synthetic,MCAR,block,0.1,5,1000x50,8,22,23.0,True,23
synthetic,MCAR,block,0.1,5,1000x50,9,23,24.0,True,24
synthetic,MCAR,block,0.1,5,1000x50,10,22,23.0,True,23
synthetic,MCAR,block,0.1,5,1000x50,11,22,23.0,True,23
synthetic,MCAR,block,0.1,5,1000x50,12,23,24.0,True,24
synthetic,MCAR,block,0.1,5,1000x50,13,24,25.0,True,25
synthetic,MCAR,block,0.1,5,1000x50,14,24,25.0,True,25
synthetic,MCAR,block,0.1,5,1000x50,15,24,25.0,True,25
synthetic,MCAR,block,0.1,5,1000x50,16,22,23.0,True,23
synthetic,MCAR,block,0.1,5,1000x50,17,21,22.0,True,22
synthetic,MCAR,block,0.1,5,1000x50,18,22,23.0,True,23
synthetic,MCAR,block,0.1,5,1000x50,19,22,23.0,True,23
synthetic,MCAR,block,0.3,5,1000x50,0,20,21.0,True,21
synthetic,MCAR,block,0.3,5,1000x50,1,21,22.0,True,22
synthetic,MCAR,block,0.3,5,1000x50,2,19,20.0,True,20
synthetic,MCAR,block,0.3,5,1000x50,3,19,20.0,True,20
synthetic,MCAR,block,0.3,5,1000x50,4,21,22.0,True,22
synthetic,MCAR,block,0.3,5,1000x50,5,22,23.0,True,23
synthetic,MCAR,block,0.3,5,1000x50,6,22,23.0,True,23
synthetic,MCAR,block,0.3,5,1000x50,7,20,21.0,True,21
synthetic,MCAR,block,0.3,5,1000x50,8,20,21.0,True,21
synthetic,MCAR,block,0.3,5,1000x50,9,21,22.0,True,22
synthetic,MCAR,block,0.3,5,1000x50,10,22,23.0,True,23
synthetic,MCAR,block,0.3,5,1000x50,11,20,21.0,True,21
synthetic,MCAR,block,0.3,5,1000x50,12,20,21.0,True,21
synthetic,MCAR,block,0.3,5,1000x50,13,20,21.0,True,21
synthetic,MCAR,block,0.3,5,1000x50,14,22,23.0,True,23
synthetic,MCAR,block,0.3,5,1000x50,15,19,20.0,True,20
synthetic,MCAR,block,0.3,5,1000x50,16,19,20.0,True,20
synthetic,MCAR,block,0.3,5,1000x50,17,19,20.0,True,20
synthetic,MCAR,block,0.3,5,1000x50,18,20,21.0,True,21
synthetic,MCAR,block,0.3,5,1000x50,19,20,21.0,True,21
synthetic,MCAR,block,0.5,5,1000x50,0,21,22.0,True,22
synthetic,MCAR,block,0.5,5,1000x50,1,22,23.0,True,23
synthetic,MCAR,block,0.5,5,1000x50,2,21,22.0,True,22
synthetic,MCAR,block,0.5,5,1000x50,3,21,22.0,True,22
synthetic,MCAR,block,0.5,5,1000x50,4,21,22.0,True,22
synthetic,MCAR,block,0.5,5,1000x50,5,22,23.0,True,23
synthetic,MCAR,block,0.5,5,1000x50,6,20,21.0,True,21
synthetic,MCAR,block,0.5,5,1000x50,7,22,23.0,True,23
synthetic,MCAR,block,0.5,5,1000x50,8,19,20.0,True,20
synthetic,MCAR,block,0.5,5,1000x50,9,22,23.0,True,23
synthetic,MCAR,block,0.5,5,1000x50,10,20,21.0,True,21
synthetic,MCAR,block,0.5,5,1000x50,11,21,22.0,True,22
synthetic,MCAR,block,0.5,5,1000x50,12,20,21.0,True,21
synthetic,MCAR,block,0.5,5,1000x50,13,20,21.0,True,21
synthetic,MCAR,block,0.5,5,1000x50,14,20,21.0,True,21
synthetic,MCAR,block,0.5,5,1000x50,15,19,20.0,True,20
synthetic,MCAR,block,0.5,5,1000x50,16,19,20.0,True,20
synthetic,MCAR,block,0.5,5,1000x50,17,21,22.0,True,22
synthetic,MCAR,block,0.5,5,1000x50,18,21,22.0,True,22
synthetic,MCAR,block,0.5,5,1000x50,19,20,21.0,True,21
synthetic,MCAR,random,0.1,5,1000x50,0,22,23.0,True,23
synthetic,MCAR,random,0.1,5,1000x50,1,23,24.0,True,24
synthetic,MCAR,random,0.1,5,1000x50,2,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,3,25,26.0,True,26
synthetic,MCAR,random,0.1,5,1000x50,4,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,5,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,6,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,7,23,24.0,True,24
synthetic,MCAR,random,0.1,5,1000x50,8,26,27.0,True,27
synthetic,MCAR,random,0.1,5,1000x50,9,23,24.0,True,24
synthetic,MCAR,random,0.1,5,1000x50,10,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,11,27,28.0,True,28
synthetic,MCAR,random,0.1,5,1000x50,12,22,23.0,True,23
synthetic,MCAR,random,0.1,5,1000x50,13,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,14,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,15,23,24.0,True,24
synthetic,MCAR,random,0.1,5,1000x50,16,26,27.0,True,27
synthetic,MCAR,random,0.1,5,1000x50,17,23,24.0,True,24
synthetic,MCAR,random,0.1,5,1000x50,18,24,25.0,True,25
synthetic,MCAR,random,0.1,5,1000x50,19,22,23.0,True,23
synthetic,MCAR,random,0.3,5,1000x50,0,22,23.0,True,23
synthetic,MCAR,random,0.3,5,1000x50,1,23,24.0,True,24
synthetic,MCAR,random,0.3,5,1000x50,2,23,24.0,True,24
synthetic,MCAR,random,0.3,5,1000x50,3,25,26.0,True,26
synthetic,MCAR,random,0.3,5,1000x50,4,22,23.0,True,23
synthetic,MCAR,random,0.3,5,1000x50,5,22,23.0,True,23
synthetic,MCAR,random,0.3,5,1000x50,6,22,23.0,True,23
synthetic,MCAR,random,0.3,5,1000x50,7,23,24.0,True,24
synthetic,MCAR,random,0.3,5,1000x50,8,22,23.0,True,23
synthetic,MCAR,random,0.3,5,1000x50,9,24,25.0,True,25
synthetic,MCAR,random,0.3,5,1000x50,10,24,25.0,True,25
synthetic,MCAR,random,0.3,5,1000x50,11,22,23.0,True,23
synthetic,MCAR,random,0.3,5,1000x50,12,24,25.0,True,25
synthetic,MCAR,random,0.3,5,1000x50,13,24,25.0,True,25
synthetic,MCAR,random,0.3,5,1000x50,14,23,24.0,True,24
synthetic,MCAR,random,0.3,5,1000x50,15,24,25.0,True,25
synthetic,MCAR,random,0.3,5,1000x50,16,23,24.0,True,24
synthetic,MCAR,random,0.3,5,1000x50,17,23,24.0,True,24
synthetic,MCAR,random,0.3,5,1000x50,18,23,24.0,True,24
synthetic,MCAR,random,0.3,5,1000x50,19,23,24.0,True,24
synthetic,MCAR,random,0.5,5,1000x50,0,21,22.0,True,22
synthetic,MCAR,random,0.5,5,1000x50,1,19,20.0,True,20
synthetic,MCAR,random,0.5,5,1000x50,2,21,22.0,True,22
synthetic,MCAR,random,0.5,5,1000x50,3,21,22.0,True,22
synthetic,MCAR,random,0.5,5,1000x50,4,20,21.0,True,21
synthetic,MCAR,random,0.5,5,1000x50,5,22,23.0,True,23
synthetic,MCAR,random,0.5,5,1000x50,6,20,21.0,True,21
synthetic,MCAR,random,0.5,5,1000x50,7,19,20.0,True,20
synthetic,MCAR,random,0.5,5,1000x50,8,20,21.0,True,21
synthetic,MCAR,random,0.5,5,1000x50,9,19,20.0,True,20
synthetic,MCAR,random,0.5,5,1000x50,10,21,22.0,True,22
synthetic,MCAR,random,0.5,5,1000x50,11,19,20.0,True,20
synthetic,MCAR,random,0.5,5,1000x50,12,19,20.0,True,20
synthetic,MCAR,random,0.5,5,1000x50,13,22,23.0,True,23
synthetic,MCAR,random,0.5,5,1000x50,14,22,23.0,True,23
synthetic,MCAR,random,0.5,5,1000x50,15,22,23.0,True,23
synthetic,MCAR,random,0.5,5,1000x50,16,20,21.0,True,21
synthetic,MCAR,random,0.5,5,1000x50,17,20,21.0,True,21
synthetic,MCAR,random,0.5,5,1000x50,18,19,20.0,True,20
synthetic,MCAR,random,0.5,5,1000x50,19,18,19.0,True,19
wine,MAR,block,0.1,5,1000x50,0,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,1,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,2,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,3,8,9.0,True,9
wine,MAR,block,0.1,5,1000x50,4,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,5,8,9.0,True,9
wine,MAR,block,0.1,5,1000x50,6,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,7,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,8,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,9,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,10,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,11,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,12,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,13,8,9.0,True,9
wine,MAR,block,0.1,5,1000x50,14,8,9.0,True,9
wine,MAR,block,0.1,5,1000x50,15,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,16,8,9.0,True,9
wine,MAR,block,0.1,5,1000x50,17,9,10.0,True,10
wine,MAR,block,0.1,5,1000x50,18,8,9.0,True,9
wine,MAR,block,0.1,5,1000x50,19,9,10.0,True,10
wine,MAR,block,0.3,5,1000x50,0,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,1,8,9.0,True,9
wine,MAR,block,0.3,5,1000x50,2,6,7.0,True,7
wine,MAR,block,0.3,5,1000x50,3,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,4,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,5,6,7.0,True,7
wine,MAR,block,0.3,5,1000x50,6,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,7,8,9.0,True,9
wine,MAR,block,0.3,5,1000x50,8,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,9,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,10,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,11,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,12,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,13,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,14,6,7.0,True,7
wine,MAR,block,0.3,5,1000x50,15,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,16,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,17,7,8.0,True,8
wine,MAR,block,0.3,5,1000x50,18,8,9.0,True,9
wine,MAR,block,0.3,5,1000x50,19,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,0,8,9.0,True,9
wine,MAR,block,0.5,5,1000x50,1,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,2,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,3,6,7.0,True,7
wine,MAR,block,0.5,5,1000x50,4,8,9.0,True,9
wine,MAR,block,0.5,5,1000x50,5,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,6,6,7.0,True,7
wine,MAR,block,0.5,5,1000x50,7,6,7.0,True,7
wine,MAR,block,0.5,5,1000x50,8,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,9,8,9.0,True,9
wine,MAR,block,0.5,5,1000x50,10,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,11,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,12,6,7.0,True,7
wine,MAR,block,0.5,5,1000x50,13,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,14,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,15,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,16,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,17,7,8.0,True,8
wine,MAR,block,0.5,5,1000x50,18,8,9.0,True,9
wine,MAR,block,0.5,5,1000x50,19,7,8.0,True,8
wine,MAR,random,0.1,5,1000x50,0,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,1,8,9.0,True,9
wine,MAR,random,0.1,5,1000x50,2,8,9.0,True,9
wine,MAR,random,0.1,5,1000x50,3,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,4,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,5,8,9.0,True,9
wine,MAR,random,0.1,5,1000x50,6,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,7,8,9.0,True,9
wine,MAR,random,0.1,5,1000x50,8,8,9.0,True,9
wine,MAR,random,0.1,5,1000x50,9,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,10,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,11,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,12,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,13,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,14,8,9.0,True,9
wine,MAR,random,0.1,5,1000x50,15,8,9.0,True,9
wine,MAR,random,0.1,5,1000x50,16,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,17,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,18,9,10.0,True,10
wine,MAR,random,0.1,5,1000x50,19,9,10.0,True,10
wine,MAR,random,0.3,5,1000x50,0,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,1,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,2,9,10.0,True,10
wine,MAR,random,0.3,5,1000x50,3,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,4,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,5,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,6,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,7,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,8,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,9,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,10,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,11,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,12,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,13,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,14,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,15,8,9.0,True,9
wine,MAR,random,0.3,5,1000x50,16,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,17,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,18,7,8.0,True,8
wine,MAR,random,0.3,5,1000x50,19,8,9.0,True,9
wine,MAR,random,0.5,5,1000x50,0,6,7.0,True,7
wine,MAR,random,0.5,5,1000x50,1,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,2,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,3,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,4,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,5,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,6,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,7,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,8,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,9,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,10,6,7.0,True,7
wine,MAR,random,0.5,5,1000x50,11,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,12,6,7.0,True,7
wine,MAR,random,0.5,5,1000x50,13,6,7.0,True,7
wine,MAR,random,0.5,5,1000x50,14,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,15,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,16,6,7.0,True,7
wine,MAR,random,0.5,5,1000x50,17,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,18,7,8.0,True,8
wine,MAR,random,0.5,5,1000x50,19,7,8.0,True,8
wine,MCAR,block,0.1,5,1000x50,0,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,1,8,9.0,True,9
wine,MCAR,block,0.1,5,1000x50,2,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,3,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,4,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,5,8,9.0,True,9
wine,MCAR,block,0.1,5,1000x50,6,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,7,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,8,8,9.0,True,9
wine,MCAR,block,0.1,5,1000x50,9,8,9.0,True,9
wine,MCAR,block,0.1,5,1000x50,10,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,11,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,12,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,13,8,9.0,True,9
wine,MCAR,block,0.1,5,1000x50,14,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,15,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,16,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,17,9,10.0,True,10
wine,MCAR,block,0.1,5,1000x50,18,8,9.0,True,9
wine,MCAR,block,0.1,5,1000x50,19,9,10.0,True,10
wine,MCAR,block,0.3,5,1000x50,0,8,9.0,True,9
wine,MCAR,block,0.3,5,1000x50,1,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,2,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,3,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,4,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,5,8,9.0,True,9
wine,MCAR,block,0.3,5,1000x50,6,9,10.0,True,10
wine,MCAR,block,0.3,5,1000x50,7,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,8,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,9,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,10,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,11,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,12,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,13,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,14,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,15,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,16,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,17,8,9.0,True,9
wine,MCAR,block,0.3,5,1000x50,18,7,8.0,True,8
wine,MCAR,block,0.3,5,1000x50,19,8,9.0,True,9
wine,MCAR,block,0.5,5,1000x50,0,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,1,6,7.0,True,7
wine,MCAR,block,0.5,5,1000x50,2,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,3,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,4,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,5,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,6,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,7,8,9.0,True,9
wine,MCAR,block,0.5,5,1000x50,8,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,9,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,10,6,7.0,True,7
wine,MCAR,block,0.5,5,1000x50,11,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,12,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,13,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,14,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,15,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,16,6,7.0,True,7
wine,MCAR,block,0.5,5,1000x50,17,7,8.0,True,8
wine,MCAR,block,0.5,5,1000x50,18,6,7.0,True,7
wine,MCAR,block,0.5,5,1000x50,19,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,0,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,1,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,2,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,3,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,4,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,5,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,6,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,7,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,8,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,9,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,10,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,11,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,12,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,13,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,14,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,15,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,16,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,17,8,9.0,True,9
wine,MCAR,random,0.1,5,1000x50,18,9,10.0,True,10
wine,MCAR,random,0.1,5,1000x50,19,9,10.0,True,10
wine,MCAR,random,0.3,5,1000x50,0,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,1,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,2,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,3,7,8.0,True,8
wine,MCAR,random,0.3,5,1000x50,4,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,5,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,6,7,8.0,True,8
wine,MCAR,random,0.3,5,1000x50,7,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,8,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,9,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,10,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,11,7,8.0,True,8
wine,MCAR,random,0.3,5,1000x50,12,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,13,7,8.0,True,8
wine,MCAR,random,0.3,5,1000x50,14,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,15,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,16,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,17,8,9.0,True,9
wine,MCAR,random,0.3,5,1000x50,18,7,8.0,True,8
wine,MCAR,random,0.3,5,1000x50,19,8,9.0,True,9
wine,MCAR,random,0.5,5,1000x50,0,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,1,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,2,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,3,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,4,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,5,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,6,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,7,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,8,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,9,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,10,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,11,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,12,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,13,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,14,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,15,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,16,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,17,6,7.0,True,7
wine,MCAR,random,0.5,5,1000x50,18,7,8.0,True,8
wine,MCAR,random,0.5,5,1000x50,19,7,8.0,True,8
