dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,comparator,reference,metric,n_reps,delta_mean,delta_median,delta_std,delta_ci_low,delta_ci_high,comparator_win_rate,vbpca_win_rate,delta_ci
synthetic,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-138.4891103600698,-155.88624569949752,22.487822683510213,-163.8459354118786,-106.85258012342784,1.0,0.0,"[-163.8459, -106.8526]"
synthetic,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-137.84656225081014,-155.19069941700218,22.447388987216875,-163.10524343740616,-106.24325031012576,1.0,0.0,"[-163.1052, -106.2433]"
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.1422445768322247,0.1413141010782664,0.0219857426536399,0.1017115216740963,0.1837463550162925,0.0,1.0,"[0.1017, 0.1837]"
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0596269019681697,-0.0537513431751104,0.0221130262740762,-0.1180601453979865,-0.0321307341494869,1.0,0.0,"[-0.1181, -0.0321]"
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.151761747948377,0.1507593444749919,0.0270804173175634,0.1052299363082986,0.2085979491500613,0.0,1.0,"[0.1052, 0.2086]"
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0783612960510833,-0.0710597522608846,0.028235064343766,-0.1566936662667346,-0.0450346265758931,1.0,0.0,"[-0.1567, -0.0450]"
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-240.07457546886,-265.8132723500021,37.36837040466043,-281.03337643582364,-184.68050389572028,1.0,0.0,"[-281.0334, -184.6805]"
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-239.86551118463964,-265.35232196200013,37.3624408753052,-280.7771069742236,-184.43852045847115,1.0,0.0,"[-280.7771, -184.4385]"
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-1.3322676295501878e-17,0.0,1.935995953272571e-16,-4.440892098500626e-16,4.440892098500626e-16,0.045,0.03,"[-0.0000, 0.0000]"
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-1.3322676295501878e-17,0.0,1.935995953272571e-16,-4.440892098500626e-16,4.440892098500626e-16,0.045,0.03,"[-0.0000, 0.0000]"
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-6.661338147750939e-18,0.0,1.133084742444305e-16,0.0,0.0,0.015,0.005,"[0.0000, 0.0000]"
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-6.661338147750939e-18,0.0,1.133084742444305e-16,0.0,0.0,0.015,0.005,"[0.0000, 0.0000]"
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-204.03345884148493,-229.0221517760001,33.001387600139616,-240.0423037137005,-158.01283350367893,1.0,0.0,"[-240.0423, -158.0128]"
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-204.0200387460699,-229.00798708549885,33.00089300427436,-240.0283734665257,-157.9999174570532,1.0,0.0,"[-240.0284, -157.9999]"
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-3.4515405066715134e-06,0.0,4.8812153956181137e-05,-1.1102230246251329e-17,0.0,0.025,0.02,"[-0.0000, 0.0000]"
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-3.4515405066715134e-06,0.0,4.8812153956181137e-05,-1.1102230246251329e-17,0.0,0.025,0.02,"[-0.0000, 0.0000]"
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-3.1953373744864065e-06,0.0,4.518889451356313e-05,0.0,0.0,0.01,0.01,"[0.0000, 0.0000]"
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-3.1953373744864065e-06,0.0,4.518889451356313e-05,0.0,0.0,0.01,0.01,"[0.0000, 0.0000]"
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-204.10505698722483,-225.8743127664966,31.70296174571502,-240.4882121000208,-157.5418231667216,1.0,0.0,"[-240.4882, -157.5418]"
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-204.09156070572016,-225.859550626501,31.702499074787525,-240.4744613358236,-157.5295199262784,1.0,0.0,"[-240.4745, -157.5295]"
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0493304429503366,0.0493600585098052,0.005197655586992,0.0398286154165349,0.0586787579626993,0.0,1.0,"[0.0398, 0.0587]"
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0375172682594172,-0.0373711870810466,0.0027836884470314,-0.0439650773347336,-0.0324191190006065,1.0,0.0,"[-0.0440, -0.0324]"
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0457544073975962,0.0457276478145653,0.0052966630454211,0.0354506581513745,0.0560373513175134,0.0,1.0,"[0.0355, 0.0560]"
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.048904222885645,-0.0488644679666968,0.0032057728030996,-0.0557706809360845,-0.0425581369425682,1.0,0.0,"[-0.0558, -0.0426]"
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-260.421165839705,-261.8474552924981,15.812871788140008,-288.6709084219244,-230.90130552465124,1.0,0.0,"[-288.6709, -230.9013]"
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-259.6293495681051,-261.1510215370017,15.815893657076868,-287.9975874717755,-230.0215462346484,1.0,0.0,"[-287.9976, -230.0215]"
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.1247228253844936,0.1241698448324925,0.0086425051972583,0.1094279199654599,0.1411625749079964,0.0,1.0,"[0.1094, 0.1412]"
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0456016813671956,-0.0454402807545733,0.0030492456629378,-0.0515013166353285,-0.039392604385769,1.0,0.0,"[-0.0515, -0.0394]"
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.1318028302732353,0.1304510992449593,0.0101140113179987,0.1138416140791532,0.1525925767094763,0.0,1.0,"[0.1138, 0.1526]"
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0593346995133634,-0.0592369166422432,0.0035787642139727,-0.0663779034049661,-0.0525252692013499,1.0,0.0,"[-0.0664, -0.0525]"
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-207.4674625624949,-208.61284575150057,14.7463794152424,-233.3677745579985,-178.75989547277422,1.0,0.0,"[-233.3678, -178.7599]"
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-206.3275273734099,-207.38114114650125,14.708129642775832,-232.04254651424893,-177.5426658952495,1.0,0.0,"[-232.0425, -177.5427]"
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.2040287879612229,0.2055005544827994,0.011367399015033,0.1826055980551098,0.2244084980478083,0.0,1.0,"[0.1826, 0.2244]"
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0494167624188491,-0.0492782452348753,0.0046566329135336,-0.0605256152826424,-0.0403853911944561,1.0,0.0,"[-0.0605, -0.0404]"
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.2256458629266889,0.2254188881255949,0.0142375637358878,0.1994289108707422,0.2528772377447137,0.0,1.0,"[0.1994, 0.2529]"
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0658041279887353,-0.0655937607649332,0.0053197429237998,-0.0753325439596919,-0.0556660218774056,1.0,0.0,"[-0.0753, -0.0557]"
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-147.11424249107012,-154.19020041050135,18.375952522942875,-171.4531239940524,-107.1462802508251,1.0,0.0,"[-171.4531, -107.1463]"
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-146.4486016618151,-153.23002506050034,18.33247847488096,-170.83603440072383,-106.58209111842478,1.0,0.0,"[-170.8360, -106.5821]"
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0938071616398669,0.0866569939676452,0.0444760688905596,0.016897437911592,0.1869366539872221,0.005,0.995,"[0.0169, 0.1869]"
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0026828718238891,-0.0054258919252644,0.0231357444972056,-0.0402863869100367,0.0499791555614286,0.6,0.4,"[-0.0403, 0.0500]"
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0935288442079438,0.088257295057356,0.0499618366180213,0.0137376866967539,0.200568855952684,0.005,0.995,"[0.0137, 0.2006]"
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0029211881481199,-0.0084363875325222,0.0297182075152501,-0.0507597944899299,0.0573878796342609,0.65,0.35,"[-0.0508, 0.0574]"
wine,MAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.875755460120343,-14.526315608000004,2.109489063562602,-15.25191635205192,-9.89139327127832,1.0,0.0,"[-15.2519, -9.8914]"
wine,MAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.858311369575349,-14.499999701994966,2.107581223565903,-15.233996670569832,-9.879148919153158,1.0,0.0,"[-15.2340, -9.8791]"
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,7.709696686672013e-05,0.0,0.0007100430262709,-1.1102230246251563e-16,4.773959005888249e-16,0.04,0.065,"[-0.0000, 0.0000]"
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,7.709696686672013e-05,0.0,0.0007100430262709,-1.1102230246251563e-16,4.773959005888249e-16,0.04,0.065,"[-0.0000, 0.0000]"
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,1.7112417131018852e-05,0.0,0.0007700975627105,0.0,4.440892098500626e-16,0.02,0.055,"[0.0000, 0.0000]"
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,1.7112417131018852e-05,0.0,0.0007700975627105,0.0,4.440892098500626e-16,0.02,0.055,"[0.0000, 0.0000]"
wine,MAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.365173879879585,-12.83610961949671,1.8726344680614329,-13.463786700523269,-8.681827907523985,1.0,0.0,"[-13.4638, -8.6818]"
wine,MAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.361978383300048,-12.832898045002366,1.8725264086385216,-13.46045185367566,-8.67891254920978,1.0,0.0,"[-13.4605, -8.6789]"
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-0.0004172089363498,0.0,0.0045832677461129,-4.440892098500626e-16,2.2759572004815835e-16,0.08,0.055,"[-0.0000, 0.0000]"
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0004172089363498,0.0,0.0045832677461129,-4.440892098500626e-16,2.2759572004815835e-16,0.08,0.055,"[-0.0000, 0.0000]"
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-0.0002926602633112,0.0,0.0029243882752985,-1.1102230246251563e-16,1.6792123247455524e-16,0.03,0.035,"[-0.0000, 0.0000]"
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0002926602633112,0.0,0.0029243882752985,-1.1102230246251563e-16,1.6792123247455524e-16,0.03,0.035,"[-0.0000, 0.0000]"
wine,MAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.282712167285537,-12.78454858299665,1.8960478874345867,-13.476869267906478,-8.679481152808512,1.0,0.0,"[-13.4769, -8.6795]"
wine,MAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.279586288670073,-12.781315886997618,1.895893299107497,-13.473599191171164,-8.676569183156426,1.0,0.0,"[-13.4736, -8.6766]"
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0582644341876371,0.0586642495870752,0.0220863890077207,0.0153288550950255,0.0999797291829056,0.005,0.995,"[0.0153, 0.1000]"
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.0102928028296683,0.0098918937535463,0.0103973565477633,-0.0091978285453456,0.0307291711262266,0.19,0.81,"[-0.0092, 0.0307]"
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0576626679096864,0.0585609556756134,0.0273189069814488,0.0042163915322719,0.1048266339108196,0.025,0.975,"[0.0042, 0.1048]"
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.0121424772653419,0.0116208178097214,0.0140354437573743,-0.0135537258620089,0.0434083205403531,0.19,0.81,"[-0.0136, 0.0434]"
wine,MAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.895320900370026,-14.560604569498537,2.124973116771864,-15.284128781377694,-9.859699504452507,1.0,0.0,"[-15.2841, -9.8597]"
wine,MAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.816751018130198,-14.481264145004388,2.120612451735492,-15.212803515851371,-9.789289422627188,1.0,0.0,"[-15.2128, -9.7893]"
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0913818429782403,0.0910524299151891,0.0194763403988752,0.0533403357433509,0.1295947909964429,0.0,1.0,"[0.0533, 0.1296]"
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.0846558305289168,0.0830383483035999,0.0213239875250265,0.0476712237773137,0.1248742547224189,0.0,1.0,"[0.0477, 0.1249]"
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0884674793437594,0.0885770203022351,0.0254236602338221,0.0345569966464261,0.130874995662765,0.0,1.0,"[0.0346, 0.1309]"
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.1190839331044819,0.1177373446738418,0.0364372245156416,0.0594657960360002,0.1920467433795239,0.0,1.0,"[0.0595, 0.1920]"
wine,MAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-10.540672981285242,-11.90822941949591,1.7567702984991986,-12.5354539673177,-8.02368552184962,1.0,0.0,"[-12.5355, -8.0237]"
wine,MAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-9.978594281530532,-11.244307767497958,1.7181278978586378,-11.89372996419952,-7.4902926895734705,1.0,0.0,"[-11.8937, -7.4903]"
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.1043417138767098,0.1049403746572765,0.0154855452134895,0.0732429665219339,0.1318445533666209,0.0,1.0,"[0.0732, 0.1318]"
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.0427383974123206,0.041302620461833,0.0156415429897632,0.0157204757947607,0.0749633911364724,0.0,1.0,"[0.0157, 0.0750]"
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0994099984735265,0.1007190325534461,0.0193983231445246,0.0597737671347282,0.135346325406724,0.0,1.0,"[0.0598, 0.1353]"
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.048527311977554,0.0475149541562587,0.019213779825309,0.0163584023664158,0.0882244682721485,0.0,1.0,"[0.0164, 0.0882]"
wine,MAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-8.232292086740236,-9.315359276006347,1.3790047588475784,-9.80508856137476,-6.292052955627878,1.0,0.0,"[-9.8051, -6.2921]"
wine,MAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-8.129703967520145,-9.20690434700009,1.3769401415301872,-9.704085092871356,-6.21389366154599,1.0,0.0,"[-9.7041, -6.2139]"
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0701864232476694,0.0689745007109242,0.0350443656208783,0.0082318842777541,0.1389941433362086,0.015,0.985,"[0.0082, 0.1390]"
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.0109914661677877,0.0022423540127345,0.0311341602413198,-0.0268079482937356,0.0886440734336731,0.465,0.535,"[-0.0268, 0.0886]"
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0644889857859185,0.0631061339165431,0.041304024160905,-0.0130369373542252,0.1435632882564207,0.05,0.95,"[-0.0130, 0.1436]"
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.0139308434972176,0.001043037410607,0.0456549403916287,-0.0398251098733245,0.1452703411612033,0.48,0.52,"[-0.0398, 0.1453]"
wine,MCAR,block,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.890912435010542,-14.48957590050486,2.103836580377294,-15.278640695030663,-9.863921110722004,1.0,0.0,"[-15.2786, -9.8639]"
wine,MCAR,block,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.869237605115522,-14.472132422004506,2.1027086421936345,-15.257666746928772,-9.853913867873052,1.0,0.0,"[-15.2577, -9.8539]"
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-2.401471096043606e-05,0.0,0.0016232886400383,-2.275957200481569e-16,1.1102230246251563e-16,0.055,0.05,"[-0.0000, 0.0000]"
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-2.401471096043606e-05,0.0,0.0016232886400383,-2.275957200481569e-16,1.1102230246251563e-16,0.055,0.05,"[-0.0000, 0.0000]"
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0002092101353321,0.0,0.003133134151091,-2.275957200481569e-16,1.1379786002407918e-16,0.07,0.04,"[-0.0000, 0.0000]"
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.0002092101353321,0.0,0.003133134151091,-2.275957200481569e-16,1.1379786002407918e-16,0.07,0.04,"[-0.0000, 0.0000]"
wine,MCAR,block,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.340163351914889,-12.806721355496848,1.8732442485781156,-13.490306127225995,-8.740363820399399,1.0,0.0,"[-13.4903, -8.7404]"
wine,MCAR,block,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.3369617041948,-12.803502144495724,1.8731360980472933,-13.486982329352395,-8.737424486816234,1.0,0.0,"[-13.4870, -8.7374]"
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,-0.0015855226974399,0.0,0.0184472621865834,-8.881784197001252e-16,1.1102230246251563e-16,0.1,0.045,"[-0.0000, 0.0000]"
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,-0.0015855226974399,0.0,0.0184472621865834,-8.881784197001252e-16,1.1102230246251563e-16,0.1,0.045,"[-0.0000, 0.0000]"
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,-0.0010670036388902,0.0,0.012179278518531,-4.330769076687965e-12,1.1379786002407918e-16,0.07,0.03,"[-0.0000, 0.0000]"
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,-0.0010670036388902,0.0,0.012179278518531,-4.330769076687965e-12,1.1379786002407918e-16,0.07,0.03,"[-0.0000, 0.0000]"
wine,MCAR,block,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-11.387201229679304,-12.830980521997844,1.8617363057259488,-13.490385853546831,-8.708290224326628,1.0,0.0,"[-13.4904, -8.7083]"
wine,MCAR,block,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-11.38401649558,-12.82773996350079,1.861643445473052,-13.487081921551182,-8.705404155675023,1.0,0.0,"[-13.4871, -8.7054]"
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0568486489748668,0.0559253028600967,0.0201334296353792,0.0165262438429709,0.0973705825245547,0.0,1.0,"[0.0165, 0.0974]"
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.0105249397564876,0.0107102186440993,0.0107788695222405,-0.0093948192869893,0.0303587246278953,0.185,0.815,"[-0.0094, 0.0304]"
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0565848727403012,0.0541719022558319,0.0248680369051962,0.0054611290536522,0.1058731229828265,0.005,0.995,"[0.0055, 0.1059]"
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.0119475633903965,0.012380151214388,0.0137112228277749,-0.0129367686752384,0.0409506667312626,0.19,0.81,"[-0.0129, 0.0410]"
wine,MCAR,random,0.1,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-12.83167892344558,-14.531432642001164,2.1280777359007623,-15.227761595697665,-9.83562776157232,1.0,0.0,"[-15.2278, -9.8356]"
wine,MCAR,random,0.1,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-12.757461277665351,-14.451695370502422,2.1217571907866937,-15.1503113421717,-9.770228027571465,1.0,0.0,"[-15.1503, -9.7702]"
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0838576635929208,0.0849307292818701,0.0157141843487846,0.0531627263721185,0.1128079120270358,0.0,1.0,"[0.0532, 0.1128]"
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.0695779809024873,0.067167078000111,0.0211446682272307,0.0356831619291604,0.1150809424755887,0.0,1.0,"[0.0357, 0.1151]"
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0799257487127872,0.0804075554131383,0.018402281394332,0.0462244540860721,0.1123066214775074,0.0,1.0,"[0.0462, 0.1123]"
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.0953724186618223,0.0902960434308364,0.0308561452257259,0.04424859121172,0.1682135277623753,0.0,1.0,"[0.0442, 0.1682]"
wine,MCAR,random,0.3,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-10.551133875479572,-11.914341696501651,1.7418368508693114,-12.492838844346624,-8.031851931174605,1.0,0.0,"[-12.4928, -8.0319]"
wine,MCAR,random,0.3,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-10.274034965519933,-11.494080638498415,1.7279836195727216,-12.111793441878945,-7.661571347757854,1.0,0.0,"[-12.1118, -7.6616]"
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,mae,200,0.0987639535602334,0.0980337893175584,0.0126873187479282,0.0732905949249062,0.1243124439801231,0.0,1.0,"[0.0733, 0.1243]"
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,mae,200,0.0437695997716232,0.0431766552476174,0.013428207967413,0.0162375102727273,0.0687983818400451,0.0,1.0,"[0.0162, 0.0688]"
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,rmse,200,0.0919861176509493,0.0915253035591174,0.0157921615757418,0.0600891367896243,0.1206240630883262,0.0,1.0,"[0.0601, 0.1206]"
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,rmse,200,0.051381891969374,0.0513347620205306,0.0171291137524788,0.0152268153693982,0.083857287669345,0.0,1.0,"[0.0152, 0.0839]"
wine,MCAR,random,0.5,5,1000x50,mean_pca,vbpca_vb_modern,wall_time_sec,200,-8.211653988240688,-9.30638678649848,1.3768885724772852,-9.809128020993011,-6.282768013705936,1.0,0.0,"[-9.8091, -6.2828]"
wine,MCAR,random,0.5,5,1000x50,mice_pca,vbpca_vb_modern,wall_time_sec,200,-8.131497540195415,-9.205553695494018,1.36640541152266,-9.745662188477398,-6.213300808115491,1.0,0.0,"[-9.7457, -6.2133]"
