dataset,mechanism,pattern,missing_rate,n_components,synthetic_shape,method,n_reps,rmse_mean,rmse_median,rmse_std,rmse_ci_low,rmse_ci_high,mae_mean,mae_median,mae_std,mae_ci_low,mae_ci_high,wall_time_sec_mean,wall_time_sec_median,wall_time_sec_std,wall_time_sec_ci_low,wall_time_sec_ci_high,vbpca_mean_variance_mean,vbpca_mean_variance_median,vbpca_mean_variance_std,vbpca_mean_variance_ci_low,vbpca_mean_variance_ci_high
synthetic,MAR,random,0.5,5,1000x50,vbpca_vb_modern,20,0.5846701791157936,0.582276765391557,0.018238497109279262,0.5547497659100941,0.617984576638092,0.44036116992747576,0.43791678559260994,0.014397256976169948,0.41692492726394986,0.4685843754953916,115.49714120779973,121.82894638449943,18.138221264886685,90.36650604812485,134.27053285465007,0.06454872174412749,0.0639613197462429,0.004326445739586279,0.05852726344431332,0.074002360452466
synthetic,MCAR,block,0.1,5,1000x50,mean_pca,20,0.6895935076219415,0.6870095190077479,0.034265973531504415,0.6330169690608453,0.7476071526412377,0.5424687061315607,0.5392383798295953,0.025276446216596988,0.5015577657075966,0.5854157704931291,0.0027659986494654202,0.0027834324991999502,7.620051328671265e-05,0.002611848974220215,0.0028728131990191502,,,,,
synthetic,MCAR,block,0.1,5,1000x50,mice_pca,20,0.4839388049632568,0.4858475080879753,0.047688801959643326,0.4040407612198119,0.5609780295228612,0.3666732116964614,0.37164128734630913,0.038511801670685464,0.29444579751557926,0.417909349949488,0.22394316464997246,0.2628708859992912,0.07865768511882291,0.11203948530051087,0.30787570985025925,,,,,
synthetic,MCAR,block,0.1,5,1000x50,vbpca_vb_modern,20,0.5876090811378087,0.5832108915659449,0.04798244056559124,0.5089095090833925,0.6743811484748212,0.4484341981965135,0.4420312690466671,0.0388335814305822,0.38243351076582344,0.514230051088235,206.5652768061497,230.59821637999997,34.571655324202716,152.30869617909926,238.71855931617398,0.02998400605987787,0.030230626327097852,0.00236697503573695,0.025885944969880344,0.03395792408107563
synthetic,MCAR,block,0.3,5,1000x50,mean_pca,20,3.9982962560269257,3.843800708868125,0.5264103068889854,3.2486194057366413,5.061472952376545,3.131001965155579,3.0040983670860077,0.437228411088498,2.4953848113621477,4.0153669745875655,0.00261796335025787,0.0026098284997715,9.547569583924784e-05,0.0024140833250384276,0.0027348566004093025,,,,,
synthetic,MCAR,block,0.3,5,1000x50,mice_pca,20,3.9982962560269257,3.843800708868125,0.5264103068889854,3.2486194057366413,5.061472952376545,3.131001965155579,3.0040983670860077,0.437228411088498,2.4953848113621477,4.0153669745875655,0.016643199700229115,0.01692916899992265,0.0008393057992512895,0.014967989024717044,0.01752227180054425,,,,,
synthetic,MCAR,block,0.3,5,1000x50,vbpca_vb_modern,20,3.9982962560269257,3.843800708868125,0.5264103068889854,3.2486194057366413,5.061472952376545,3.131001965155579,3.0040983670860077,0.4372284110884979,2.4953848113621477,4.015366974587565,174.7199161161002,185.97515748900062,27.36419887154523,133.74505849182606,202.62759461485044,81.86730176197729,69.21723951704301,26.603945067541908,67.44321439921427,134.21542742633682
synthetic,MCAR,block,0.5,5,1000x50,mean_pca,20,3.910294409813601,3.921066136587073,0.4798831508178454,3.098371028686576,4.727693834850435,3.0765305009558266,2.993829460557806,0.436028092526053,2.420408519595656,3.815380131956416,0.0026266268500875797,0.0026004295004895,0.00015119864406343224,0.002398760800315315,0.0029318215250441295,,,,,
synthetic,MCAR,block,0.5,5,1000x50,mice_pca,20,3.910294409813601,3.921066136587073,0.4798831508178454,3.098371028686576,4.727693834850435,3.0765305009558266,2.993829460557806,0.436028092526053,2.420408519595656,3.815380131956416,0.01631142840024036,0.0167224730002999,0.00082235330209136,0.014965707625287825,0.017243629000813582,,,,,
synthetic,MCAR,block,0.5,5,1000x50,vbpca_vb_modern,20,3.910294409813601,3.921066136587073,0.4798831508178454,3.098371028686576,4.727693834850435,3.0765305009558266,2.993829460557806,0.436028092526053,2.420408519595656,3.815380131956416,173.53579987764988,183.83457623900085,27.84783718857902,134.12688865409964,200.70621252187476,68.71873366206019,68.43388543752462,1.1260833590477433,67.12283125859567,70.44945280818428
synthetic,MCAR,random,0.1,5,1000x50,mean_pca,20,0.5559783691186098,0.5588594077477748,0.01904209865509769,0.526692067540238,0.5933762506466517,0.42543566866720084,0.42754637189442185,0.015606142289780345,0.3982797875029384,0.453220159660975,0.0021305470999322547,0.0020758259997819,0.00024068106926361816,0.0018592599253678826,0.0025920426498487223,,,,,
synthetic,MCAR,random,0.1,5,1000x50,mice_pca,20,0.47908491697200095,0.4822772633597443,0.020141857035759474,0.4461439110045018,0.5139629485279549,0.35648507709549204,0.36151701185566215,0.017023207787102996,0.3246399926113058,0.38199476354730716,0.5336129730499124,0.5142496239996035,0.07030252514601412,0.3959008914998776,0.6507188697242781,,,,,
synthetic,MCAR,random,0.1,5,1000x50,vbpca_vb_modern,20,0.5296603410094072,0.5347847155157712,0.021776394355671164,0.4930969786930375,0.5690714388194955,0.3970477660672527,0.40240044245450846,0.01888879871185919,0.36157803706014097,0.4263610679403488,201.95897093669993,217.99771232500007,30.892948887504332,152.97372305742468,234.56468155367475,0.029300896620615795,0.02956050599581685,0.0022403008137268175,0.025539928530646218,0.03285058714120017
synthetic,MCAR,random,0.3,5,1000x50,mean_pca,20,0.6276909829292645,0.6272624435585907,0.015973355401738686,0.5986762442573004,0.6548409268773807,0.49005610063899574,0.4892448050001059,0.012542205793428686,0.4650056853409501,0.5101588057250613,0.0029820209000717603,0.0031101634995138504,0.0003730003500854896,0.0021431820757697524,0.0033696381993194723,,,,,
synthetic,MCAR,random,0.3,5,1000x50,mice_pca,20,0.48266471547132433,0.47984895023857066,0.018799214749316152,0.4543926772047271,0.5152677016227731,0.3601037624352103,0.3570712266940186,0.014073612516076492,0.33529821488569417,0.38308474552855776,1.0047277151499656,0.9981200284992156,0.2002779283434699,0.5983109953251187,1.3148645628504707,,,,,
synthetic,MCAR,random,0.3,5,1000x50,vbpca_vb_modern,20,0.5440691813292365,0.5419377474819371,0.020487132956650063,0.5141340726430871,0.5799472805507208,0.4096440722929843,0.40637631279024145,0.015853582352540165,0.3824392679375252,0.4367216143443326,157.5270915886499,166.15627930000028,25.085162102940483,120.70167185527454,184.9012115009001,0.039383237455648326,0.039328305221826246,0.002609267742526263,0.034710305001126186,0.04366459013671636
synthetic,MCAR,random,0.5,5,1000x50,mean_pca,20,0.7282755432868914,0.7323114528122163,0.014057395375681271,0.7018210587287096,0.750613582087597,0.5742797681215152,0.5774848886099326,0.010961159624104213,0.5537786281315578,0.5896279052357059,0.0035180194998246845,0.0034947449994433,0.00012953048475870002,0.003294988424795465,0.0037627354492997026,,,,,
synthetic,MCAR,random,0.5,5,1000x50,mice_pca,20,0.5006679261964674,0.5010120587022686,0.01670595498346383,0.4672593435162049,0.5268901491692136,0.374915534165541,0.37516345079726227,0.013568885045684776,0.3491557056284452,0.3979812535146679,0.6572835467000914,0.6615506230000392,0.0848084505060807,0.531411081075521,0.7992260216508839,,,,,
synthetic,MCAR,random,0.5,5,1000x50,vbpca_vb_modern,20,0.5711725034941512,0.57338034961923,0.018963900253632836,0.5340690642859592,0.6022436282741962,0.4321045179767994,0.4325259627095288,0.016159731940784197,0.4011155234687852,0.4582848632608342,118.13925549724982,121.77892189500017,19.44107943330532,91.4761257309991,138.39496201472403,0.05900844824407684,0.059024032238219504,0.003813870998226606,0.05106324594044997,0.06537822886754624
wine,MAR,block,0.1,5,1000x50,mean_pca,20,0.8698678151416912,0.8536327416217622,0.07679321838128574,0.7591564022291415,1.0173977754262045,0.6682358710771221,0.6628033763236745,0.045914849033296144,0.5983045178972294,0.7528584883014178,0.00146802149956779,0.00135507149934705,0.00027160962640897625,0.0012422759754371724,0.0020962401989890397,,,,,
wine,MAR,block,0.1,5,1000x50,mice_pca,20,0.8170062539295143,0.7783271494322397,0.11843425754618254,0.646195132049675,1.04553960424674,0.605385566875524,0.5809655772459512,0.08360768145231452,0.4769609902858787,0.7687377313993785,0.01967332724980219,0.01806201050021625,0.007978550455037455,0.010999614175125263,0.037240992726310596,,,,,
wine,MAR,block,0.1,5,1000x50,vbpca_vb_modern,20,0.8124071403197849,0.7898761312776256,0.10394778795573233,0.6663811167575467,1.0025956125087692,0.602352685880686,0.5883257941584794,0.07149698779528724,0.49638900839919553,0.739005296054515,10.712185809349284,11.996165729000495,1.7356015597736738,8.251692128800006,12.24910870192316,0.12445990722277837,0.1244168653442409,0.003437515390913938,0.11740372839117856,0.1301052511340904
wine,MAR,block,0.3,5,1000x50,mean_pca,20,54.57362666433296,2.1718489463199973,108.93265300604611,0.555112732340993,308.19164410393,25.354454801789075,1.2722504698681734,51.25026272770625,0.4232302259887006,150.28323587570614,0.0016811251502076199,0.0013582210012827501,0.0007280848486092043,0.001240848524867015,0.0034993493002729676,,,,,
wine,MAR,block,0.3,5,1000x50,mice_pca,20,54.57362666433296,2.1718489463199973,108.93265300604611,0.555112732340993,308.19164410393,25.354454801789075,1.2722504698681734,51.25026272770625,0.4232302259887006,150.28323587570614,0.004622114199264575,0.0046365344987862,0.00017424971491916553,0.004261990475060835,0.004875696048475135,,,,,
wine,MAR,block,0.3,5,1000x50,vbpca_vb_modern,20,54.57362666433296,2.1718489463199973,108.93265300604611,0.555112732340993,308.19164410393,25.354454801789075,1.2722504698681734,51.25026272770625,0.4232302259887005,150.28323587570614,9.235009395050293,9.860661476501264,1.5259183768947044,7.260548218601525,10.85730024144941,31.693191033165,31.800432727935593,1.2419488845637812,29.02487498852089,33.462868398277855
wine,MAR,block,0.5,5,1000x50,mean_pca,20,82.99158511499863,5.591016464902036,127.77650522096309,0.7344070958126321,332.21597077340914,39.27111676054614,2.812090395480226,61.41734509325116,0.4966915254237288,171.32671685499056,0.0014051198497326699,0.0013307664994499,0.00022493163920890154,0.00121870954908439,0.0019356074757524548,,,,,
wine,MAR,block,0.5,5,1000x50,mice_pca,20,82.99158511499863,5.591016464902036,127.77650522096309,0.7344070958126321,332.21597077340914,39.27111676054614,2.812090395480226,61.41734509325116,0.4966915254237288,171.32671685499056,0.004670226300186146,0.004640949500753749,0.00021132686121339255,0.004352439650210676,0.005178973150850579,,,,,
wine,MAR,block,0.5,5,1000x50,vbpca_vb_modern,20,82.98848114395251,5.591016464902036,127.778584583452,0.7344070958126321,332.21597077340914,39.273933379261116,2.812090395480226,61.415505456232864,0.4966915254237288,171.32671685499056,8.360031047200028,7.548230362999675,1.5035126410106725,6.946413427574498,10.559201815849883,48.500205730320936,31.499343256587693,75.58459413303561,29.607090771895802,210.05333052899132
wine,MAR,random,0.1,5,1000x50,mean_pca,20,0.7893447197145169,0.7838000780164319,0.05013481352201562,0.7129491720424554,0.8847433988204181,0.6075777001917688,0.6033730575282678,0.03072278955334458,0.5657494037788948,0.6743207796742734,0.0016733546997783754,0.0013330114998097498,0.0008582616943927441,0.0012220102239552375,0.003836104599395102,,,,,
wine,MAR,random,0.1,5,1000x50,mice_pca,20,0.7520481048848395,0.7512208950531483,0.04608450781305154,0.6851444688231383,0.8361454378347262,0.5644311600310226,0.5554379680725868,0.028049968232571654,0.5250646291758575,0.6141777111928356,0.09370283800017203,0.0843563239996001,0.05452219728551569,0.06215884077537335,0.22007718077547875,,,,,
wine,MAR,random,0.1,5,1000x50,vbpca_vb_modern,20,0.7484765549210596,0.7473389553561358,0.04805797697917002,0.6741109285308982,0.8359689082066288,0.5605988808159208,0.5547451237833586,0.026957900689397508,0.5243162790764759,0.6092713479868535,10.555819575600072,12.026515393998125,1.7999534526820287,8.26199783885022,12.2498215670249,0.12477532596969196,0.1250901157465077,0.0014568475933066764,0.12213445700899242,0.12702355677682112
wine,MAR,random,0.3,5,1000x50,mean_pca,20,0.8594590080899149,0.8558460195104053,0.03700083849169551,0.7993118381824276,0.9346443711961576,0.6723852107741356,0.6668015617993815,0.024644913820249248,0.6383466015913797,0.7239385244962062,0.0015895886001089199,0.00137914200058725,0.0008412990069047091,0.0012412765508087475,0.0036321654992206584,,,,,
wine,MAR,random,0.3,5,1000x50,mice_pca,20,0.8922307710856845,0.8912899580615428,0.03410165860952708,0.8208607384173424,0.9391637692521888,0.6706194163766629,0.6712635494698034,0.025115507210003513,0.6244134393446249,0.7055333343919166,0.5986872327503079,0.6149554505009291,0.10144251960701792,0.381743923974409,0.7044772719518733,,,,,
wine,MAR,random,0.3,5,1000x50,vbpca_vb_modern,20,0.7969191887666309,0.7921263311444249,0.04109760709722596,0.7329244918959552,0.8706449572558141,0.6014232295249547,0.6004452666750584,0.02326164612144625,0.5676460615351059,0.6369811488574133,9.094769999949676,9.950293457499356,1.4079023758913685,6.74317056932523,10.118622781049636,0.16875265034687095,0.1691030889410555,0.0052467486802104816,0.15830315595307132,0.17752065104096157
wine,MAR,random,0.5,5,1000x50,mean_pca,20,0.9693318217414925,0.9744967251793499,0.02879273082490522,0.910104717761774,1.0039824846195875,0.7651727276525755,0.7689965385519257,0.020567714146619884,0.7267587678379747,0.7942086313546284,0.0014397027998711153,0.0013745494998147001,0.0002430610327960412,0.0012490499500017475,0.002080716997807002,,,,,
wine,MAR,random,0.5,5,1000x50,mice_pca,20,0.9183993743365644,0.9232231270432735,0.025772939450715484,0.8751029496909096,0.9609730219203243,0.7043026899270106,0.7067421605848052,0.016443547872608048,0.6759111890052862,0.7294246111717567,0.09788275894989051,0.07848884000122774,0.06274558161216134,0.05546116127352428,0.24778304340143192,,,,,
wine,MAR,random,0.5,5,1000x50,vbpca_vb_modern,20,0.8816497315641112,0.882952625191495,0.028380774156009658,0.8263506428004597,0.9337415251615135,0.673110991387061,0.6743432161176524,0.01907532935860898,0.6412703004728146,0.7116724062282286,6.5014235724007445,5.959159621999788,1.146799272939209,5.217226234775444,7.776164810274986,0.2543885807647384,0.25289694339915914,0.009487327426820801,0.23948277885665853,0.2708659185374293
wine,MCAR,block,0.1,5,1000x50,mean_pca,20,0.8180720211013476,0.7899330175866419,0.09561583620792698,0.6899785256348957,1.0194197350567236,0.6318032448316107,0.6248599868863504,0.059967231259659436,0.5399052531587816,0.7407886205684477,0.0014888121506373348,0.0013507930016203001,0.00027672896773431446,0.0012568459997054976,0.0020122851499763126,,,,,
wine,MCAR,block,0.1,5,1000x50,mice_pca,20,0.7749571074275938,0.7541715928120943,0.10030983614104187,0.6523352441131637,0.9359531725934647,0.5865002785578217,0.57558465651194,0.06634775782237626,0.5024535627177161,0.6869251604465666,0.02281958180010401,0.01946946550015125,0.009902575259304052,0.012378123548660342,0.041263716176763374,,,,,
wine,MCAR,block,0.1,5,1000x50,vbpca_vb_modern,20,0.7663154340105882,0.745491476096119,0.10104167049909969,0.6479795974507507,0.9763834872839501,0.580829372748548,0.5715206929173207,0.0613507184611959,0.4901757124605315,0.6885234234292604,11.239359673399303,12.105756781998934,1.558750208623163,8.389988728249046,12.276638442524563,0.12440988407096287,0.12435110313096229,0.0033455003771784573,0.11969699949176921,0.1297556118156527
wine,MCAR,block,0.3,5,1000x50,mean_pca,20,60.04974106445046,3.490221530236655,100.8410447131003,0.5306793567863908,258.9799707096349,29.040362334745765,2.2398870047080974,48.52543496245481,0.3715990583804143,126.91863276737287,0.00138351030036569,0.0013380310028878,0.00016753081878698585,0.0012433979511115275,0.0018485787243661524,,,,,
wine,MCAR,block,0.3,5,1000x50,mice_pca,20,60.04974106445046,3.490221530236655,100.8410447131003,0.5306793567863908,258.9799707096349,29.040362334745765,2.2398870047080974,48.52543496245481,0.3715990583804143,126.91863276737287,0.004567491250236285,0.0046327575000759,0.00021173755507367461,0.004209067649298889,0.004903036223549805,,,,,
wine,MCAR,block,0.3,5,1000x50,vbpca_vb_modern,20,60.04974106445046,3.4902215302366617,100.8410447131003,0.5306793567863908,258.9799707096349,29.040362334745765,2.2398870047081094,48.52543496245481,0.3715990583804143,126.91863276737287,9.020512243600024,8.245568169000762,1.5624729727374027,7.254624887823593,10.749023758950443,32.01417863362966,31.827742737265208,1.0274136115156898,30.477611162550332,33.74700987701778
wine,MCAR,block,0.5,5,1000x50,mean_pca,20,91.5535847771528,2.6158744720221137,172.13760662332177,0.6808222569065585,526.2348346908215,45.99564199557439,1.7919868154425613,91.0795769832861,0.4726717514124294,288.64300706125226,0.0014966258004278199,0.0013471059992298,0.0002996076574462202,0.001246332027585555,0.0020698807265943876,,,,,
wine,MCAR,block,0.5,5,1000x50,mice_pca,20,91.5535847771528,2.6158744720221137,172.13760662332177,0.6808222569065585,526.2348346908215,45.99564199557439,1.7919868154425613,91.0795769832861,0.4726717514124294,288.64300706125226,0.004555280650129086,0.0046019404981052,0.00016504332239066153,0.004225252074957043,0.0047560873253132225,,,,,
wine,MCAR,block,0.5,5,1000x50,vbpca_vb_modern,20,91.5535847771528,2.6158744720221137,172.13760662332177,0.6808222569065585,526.2348346908215,45.99564199557439,1.7919868154425613,91.0795769832861,0.4726717514124294,288.64300706125226,9.289605501099686,10.552535589498802,1.583916241406303,7.253431389850357,10.812665986975572,31.484239500340635,31.251923149821152,0.9371032878334958,30.23836011029009,33.58694315004865
wine,MCAR,random,0.1,5,1000x50,mean_pca,20,0.7744649094591463,0.7610652529092147,0.04577277425126652,0.7055541270047868,0.8637080523620111,0.6002896312009295,0.5981550354173251,0.031577700364160834,0.5567419620520462,0.6623816387728665,0.001459632549449405,0.0013479179997375,0.00028397475015400477,0.0012324702499426575,0.002065447822769735,,,,,
wine,MCAR,random,0.1,5,1000x50,mice_pca,20,0.7470717541101094,0.7385037184085081,0.03718377314953282,0.6944788173950109,0.8235095838387916,0.5688407124688304,0.5698886036368851,0.026770933322457134,0.5206067342280634,0.621219011732606,0.07510224725028818,0.07202175550082755,0.012042135016317125,0.058886616599374914,0.09844681785107241,,,,,
wine,MCAR,random,0.1,5,1000x50,vbpca_vb_modern,20,0.7404647003376448,0.7351175810833535,0.04504787145690924,0.6809484178703088,0.8307911340181849,0.5628825694012948,0.556804660265398,0.029962610329617726,0.5226366071728538,0.6260801681164969,10.685115725449759,12.010241959000268,1.7830645001965542,8.242950268825552,12.26429856510067,0.1246502784680223,0.12441147164344105,0.001400298537363293,0.12257198764211429,0.12710483299260625
wine,MCAR,random,0.3,5,1000x50,mean_pca,20,0.83265854656363,0.8358288950083125,0.032177501886685715,0.7792032793492616,0.8957346620101753,0.6505152314684176,0.648008365021961,0.021536757820614674,0.6123954289332271,0.6937669067146214,0.0016284604995234551,0.0013582569990830502,0.0007478653868781611,0.001275551724756925,0.0033950938503039263,,,,,
wine,MCAR,random,0.3,5,1000x50,mice_pca,20,0.8481581119909849,0.8523122700531556,0.03952231650526879,0.7829294029591307,0.9055659955097924,0.6375035709187821,0.6425331140569822,0.022114184711674135,0.5998530746583346,0.6717953986078493,0.27425917805012434,0.1694454179996682,0.16830359702099443,0.09214227297552498,0.5664225821245964,,,,,
wine,MCAR,random,0.3,5,1000x50,vbpca_vb_modern,20,0.7768275788532242,0.7720398259143137,0.03109112738886356,0.7331390576164736,0.8355156471577515,0.5888982564755868,0.5898578550197823,0.01798243831178076,0.5643721533544519,0.623772739191331,8.61159407344985,9.81397282999933,1.4955456295589813,6.73047434652517,10.025856742973518,0.1642380251698074,0.16402839558946875,0.0047456767461649795,0.15416594635413816,0.1720166570886154
wine,MCAR,random,0.5,5,1000x50,mean_pca,20,0.904206843874443,0.9055107597030343,0.03646369561838946,0.852457122917605,0.9670749748669285,0.718702007531158,0.7225490300401727,0.024220902339088492,0.6871920790053183,0.7628949884991852,0.001484025949866865,0.0013909549979871,0.0002519875423015548,0.001270374550222105,0.0020829843996579924,,,,,
wine,MCAR,random,0.5,5,1000x50,mice_pca,20,0.8697998386967821,0.8629220791620096,0.031169267330007893,0.8255808260668799,0.9290895098730876,0.6681354831505242,0.6644907247244174,0.021163388732774048,0.6399014974608555,0.7129009625624241,0.06475736520005734,0.058672439499787205,0.018351229882065077,0.05121270412564623,0.10965372532509707,,,,,
wine,MCAR,random,0.5,5,1000x50,vbpca_vb_modern,20,0.831857443493675,0.8318287370344144,0.03423616182617856,0.7759743341586464,0.8810956024568474,0.6358531594362657,0.6358263290012443,0.02361902962039455,0.603657996105436,0.6767856902568062,6.536154303950025,5.97952400450049,1.132432724878806,5.253412767923601,7.769292506323564,0.2348201857392218,0.23590476470251504,0.00914122898212278,0.21778904531186097,0.2473826008216137
